game_date,game_status_text,points_home,points_away,home_team_wins,city_home,nickname_home,city_away,nickname_away
2020-12-19,Final,120,117,1,Orlando,Magic,Charlotte,Hornets
2020-12-17,Final,115,123,0,Orlando,Magic,Charlotte,Hornets
2014-03-28,Final,110,105,1,Orlando,Magic,Charlotte,Hornets
2014-01-17,Final,101,111,0,Orlando,Magic,Charlotte,Hornets
2013-02-19,Final,92,105,0,Orlando,Magic,Charlotte,Hornets
2013-01-18,Final,100,106,0,Orlando,Magic,Charlotte,Hornets
2012-04-25,Final,102,95,1,Orlando,Magic,Charlotte,Hornets
2012-01-17,Final,96,89,1,Orlando,Magic,Charlotte,Hornets
2011-04-01,Final,89,77,1,Orlando,Magic,Charlotte,Hornets
2011-02-27,Final,100,86,1,Orlando,Magic,Charlotte,Hornets
2010-10-14,Final,86,73,1,Orlando,Magic,Charlotte,Hornets
2010-04-21,Final,92,77,1,Orlando,Magic,Charlotte,Hornets
2010-04-18,Final,98,89,1,Orlando,Magic,Charlotte,Hornets
2010-03-14,Final,89,96,0,Orlando,Magic,Charlotte,Hornets
2009-11-16,Final,97,91,1,Orlando,Magic,Charlotte,Hornets
2009-04-15,Final,98,73,1,Orlando,Magic,Charlotte,Hornets
2009-02-17,Final,107,102,1,Orlando,Magic,Charlotte,Hornets
2008-10-08,Final,118,80,1,Orlando,Magic,Charlotte,Hornets
2007-12-29,Final,104,95,1,Orlando,Magic,Charlotte,Hornets
2007-11-23,Final,105,92,1,Orlando,Magic,Charlotte,Hornets
2007-10-10,Final,123,99,1,Orlando,Magic,Charlotte,Hornets
2007-01-05,Final,106,74,1,Orlando,Magic,Charlotte,Hornets
2006-11-18,Final,97,83,1,Orlando,Magic,Charlotte,Hornets
2006-01-07,Final,108,92,1,Orlando,Magic,Charlotte,Hornets
2005-11-15,Final,85,77,1,Orlando,Magic,Charlotte,Hornets
2005-03-24,Final,94,108,0,Orlando,Magic,Charlotte,Hornets
2005-01-07,Final,111,91,1,Orlando,Magic,Charlotte,Hornets
2019-02-14,Final,127,89,1,Orlando,Magic,Charlotte,Hornets
2018-10-19,Final,88,120,0,Orlando,Magic,Charlotte,Hornets
2018-04-06,Final,100,137,0,Orlando,Magic,Charlotte,Hornets
2018-02-14,Final,102,104,0,Orlando,Magic,Charlotte,Hornets
2017-03-22,Final,102,109,0,Orlando,Magic,Charlotte,Hornets
2016-12-28,Final,101,120,0,Orlando,Magic,Charlotte,Hornets
2016-01-22,Final,116,120,0,Orlando,Magic,Charlotte,Hornets
2015-12-16,Final,113,98,1,Orlando,Magic,Charlotte,Hornets
2015-10-03,Final,100,106,0,Orlando,Magic,Charlotte,Hornets
2015-03-01,Final,83,98,0,Orlando,Magic,Charlotte,Hornets
2015-01-03,Final,90,98,0,Orlando,Magic,Charlotte,Hornets
2020-01-30,Final,121,107,1,Washington,Wizards,Charlotte,Hornets
2014-04-09,Final,88,94,0,Washington,Wizards,Charlotte,Hornets
2014-03-12,Final,85,98,0,Washington,Wizards,Charlotte,Hornets
2013-03-09,Final,104,87,1,Washington,Wizards,Charlotte,Hornets
2012-11-24,Final,106,108,0,Washington,Wizards,Charlotte,Hornets
2012-04-23,Final,101,73,1,Washington,Wizards,Charlotte,Hornets
2012-01-25,Final,92,75,1,Washington,Wizards,Charlotte,Hornets
2010-12-20,Final,108,75,1,Washington,Wizards,Charlotte,Hornets
2010-11-12,Final,85,93,0,Washington,Wizards,Charlotte,Hornets
2010-03-23,Final,86,95,0,Washington,Wizards,Charlotte,Hornets
2009-11-28,Final,76,92,0,Washington,Wizards,Charlotte,Hornets
2009-03-25,Final,95,93,1,Washington,Wizards,Charlotte,Hornets
2009-01-10,Final,89,92,0,Washington,Wizards,Charlotte,Hornets
2008-03-08,Final,97,100,0,Washington,Wizards,Charlotte,Hornets
2008-02-23,Final,110,95,1,Washington,Wizards,Charlotte,Hornets
2007-04-04,Final,100,108,0,Washington,Wizards,Charlotte,Hornets
2006-12-01,Final,121,109,1,Washington,Wizards,Charlotte,Hornets
2006-03-15,Final,107,99,1,Washington,Wizards,Charlotte,Hornets
2006-01-28,Final,107,97,1,Washington,Wizards,Charlotte,Hornets
2005-10-20,Final,96,89,1,Washington,Wizards,Charlotte,Hornets
2005-04-17,Final,106,104,1,Washington,Wizards,Charlotte,Hornets
2004-12-27,Final,106,87,1,Washington,Wizards,Charlotte,Hornets
2004-10-24,Final,97,85,1,Washington,Wizards,Charlotte,Hornets
2019-11-22,Final,125,118,1,Washington,Wizards,Charlotte,Hornets
2019-03-15,Final,110,116,0,Washington,Wizards,Charlotte,Hornets
2018-12-29,Final,130,126,1,Washington,Wizards,Charlotte,Hornets
2018-03-31,Final,107,93,1,Washington,Wizards,Charlotte,Hornets
2018-02-23,Final,105,122,0,Washington,Wizards,Charlotte,Hornets
2017-04-04,Final,118,111,1,Washington,Wizards,Charlotte,Hornets
2016-12-14,Final,109,106,1,Washington,Wizards,Charlotte,Hornets
2016-04-10,Final,113,98,1,Washington,Wizards,Charlotte,Hornets
2015-12-19,Final,109,101,1,Washington,Wizards,Charlotte,Hornets
2015-03-27,Final,110,107,1,Washington,Wizards,Charlotte,Hornets
2015-02-02,Final,88,92,0,Washington,Wizards,Charlotte,Hornets
2014-10-17,Final,86,96,0,Washington,Wizards,Charlotte,Hornets
2019-12-29,Final,117,104,1,Memphis,Grizzlies,Charlotte,Hornets
2014-03-08,Final,111,89,1,Memphis,Grizzlies,Charlotte,Hornets
2013-04-09,Final,94,75,1,Memphis,Grizzlies,Charlotte,Hornets
2010-12-15,Final,113,80,1,Memphis,Grizzlies,Charlotte,Hornets
2010-02-26,Final,89,93,0,Memphis,Grizzlies,Charlotte,Hornets
2008-12-19,Final,83,112,0,Memphis,Grizzlies,Charlotte,Hornets
2008-10-10,Final,92,79,1,Memphis,Grizzlies,Charlotte,Hornets
2008-03-17,Final,98,80,1,Memphis,Grizzlies,Charlotte,Hornets
2006-11-03,Final,96,83,1,Memphis,Grizzlies,Charlotte,Hornets
2006-03-26,Final,102,95,1,Memphis,Grizzlies,Charlotte,Hornets
2005-04-10,Final,102,95,1,Memphis,Grizzlies,Charlotte,Hornets
2019-10-14,Final,99,120,0,Memphis,Grizzlies,Charlotte,Hornets
2019-01-23,Final,107,118,0,Memphis,Grizzlies,Charlotte,Hornets
2017-10-30,Final,99,104,0,Memphis,Grizzlies,Charlotte,Hornets
2016-11-28,Final,85,104,0,Memphis,Grizzlies,Charlotte,Hornets
2015-12-11,Final,99,123,0,Memphis,Grizzlies,Charlotte,Hornets
2014-12-12,Final,113,107,1,Memphis,Grizzlies,Charlotte,Hornets
2020-02-25,Final,119,80,1,Indiana,Pacers,Charlotte,Hornets
2019-12-15,Final,107,85,1,Indiana,Pacers,Charlotte,Hornets
2013-12-13,Final,99,94,1,Indiana,Pacers,Charlotte,Hornets
2013-02-13,Final,101,77,1,Indiana,Pacers,Charlotte,Hornets
2013-01-12,Final,96,88,1,Indiana,Pacers,Charlotte,Hornets
2012-02-19,Final,108,73,1,Indiana,Pacers,Charlotte,Hornets
2012-01-07,Final,99,77,1,Indiana,Pacers,Charlotte,Hornets
2011-02-09,Final,104,103,1,Indiana,Pacers,Charlotte,Hornets
2010-12-10,Final,100,92,1,Indiana,Pacers,Charlotte,Hornets
2010-03-16,Final,99,94,1,Indiana,Pacers,Charlotte,Hornets
2009-12-16,Final,101,98,1,Indiana,Pacers,Charlotte,Hornets
2009-01-25,Final,98,93,1,Indiana,Pacers,Charlotte,Hornets
2008-11-28,Final,108,115,0,Indiana,Pacers,Charlotte,Hornets
2008-04-12,Final,103,107,0,Indiana,Pacers,Charlotte,Hornets
2008-03-19,Final,102,95,1,Indiana,Pacers,Charlotte,Hornets
2006-12-30,Final,102,113,0,Indiana,Pacers,Charlotte,Hornets
2006-10-19,Final,109,96,1,Indiana,Pacers,Charlotte,Hornets
2006-01-18,Final,98,92,1,Indiana,Pacers,Charlotte,Hornets
2005-11-18,Final,93,85,1,Indiana,Pacers,Charlotte,Hornets
2005-02-09,Final,94,87,1,Indiana,Pacers,Charlotte,Hornets
2004-11-26,Final,82,77,1,Indiana,Pacers,Charlotte,Hornets
2019-02-11,Final,99,90,1,Indiana,Pacers,Charlotte,Hornets
2019-01-20,Final,120,95,1,Indiana,Pacers,Charlotte,Hornets
2018-04-10,Final,93,119,0,Indiana,Pacers,Charlotte,Hornets
2018-01-29,Final,105,96,1,Indiana,Pacers,Charlotte,Hornets
2017-03-15,Final,98,77,1,Indiana,Pacers,Charlotte,Hornets
2016-12-12,Final,110,94,1,Indiana,Pacers,Charlotte,Hornets
2016-02-26,Final,95,96,0,Indiana,Pacers,Charlotte,Hornets
2016-02-10,Final,95,117,0,Indiana,Pacers,Charlotte,Hornets
2015-10-22,Final,98,86,1,Indiana,Pacers,Charlotte,Hornets
2015-04-03,Final,93,74,1,Indiana,Pacers,Charlotte,Hornets
2014-11-19,Final,88,86,1,Indiana,Pacers,Charlotte,Hornets
2020-02-28,Final,96,99,0,Toronto,Raptors,Charlotte,Hornets
2013-12-18,Final,102,104,0,Toronto,Raptors,Charlotte,Hornets
2013-03-15,Final,92,78,1,Toronto,Raptors,Charlotte,Hornets
2013-01-11,Final,99,78,1,Toronto,Raptors,Charlotte,Hornets
2012-04-03,Final,92,87,1,Toronto,Raptors,Charlotte,Hornets
2012-02-17,Final,91,98,0,Toronto,Raptors,Charlotte,Hornets
2011-03-13,Final,90,95,0,Toronto,Raptors,Charlotte,Hornets
2010-11-10,Final,96,101,0,Toronto,Raptors,Charlotte,Hornets
2009-12-30,Final,107,103,1,Toronto,Raptors,Charlotte,Hornets
2009-03-20,Final,89,102,0,Toronto,Raptors,Charlotte,Hornets
2008-11-26,Final,93,86,1,Toronto,Raptors,Charlotte,Hornets
2008-04-04,Final,100,105,0,Toronto,Raptors,Charlotte,Hornets
2007-12-03,Final,98,79,1,Toronto,Raptors,Charlotte,Hornets
2007-04-01,Final,107,94,1,Toronto,Raptors,Charlotte,Hornets
2007-01-22,Final,105,84,1,Toronto,Raptors,Charlotte,Hornets
2006-04-09,Final,88,94,0,Toronto,Raptors,Charlotte,Hornets
2006-01-11,Final,95,86,1,Toronto,Raptors,Charlotte,Hornets
2005-01-23,Final,103,92,1,Toronto,Raptors,Charlotte,Hornets
2019-11-18,Final,132,96,1,Toronto,Raptors,Charlotte,Hornets
2019-03-24,Final,114,115,0,Toronto,Raptors,Charlotte,Hornets
2018-10-22,Final,127,106,1,Toronto,Raptors,Charlotte,Hornets
2018-03-04,Final,103,98,1,Toronto,Raptors,Charlotte,Hornets
2017-11-29,Final,126,113,1,Toronto,Raptors,Charlotte,Hornets
2017-03-29,Final,106,110,0,Toronto,Raptors,Charlotte,Hornets
2017-02-15,Final,90,85,1,Toronto,Raptors,Charlotte,Hornets
2016-04-05,Final,96,90,1,Toronto,Raptors,Charlotte,Hornets
2016-01-01,Final,104,94,1,Toronto,Raptors,Charlotte,Hornets
2015-04-15,Final,92,87,1,Toronto,Raptors,Charlotte,Hornets
2015-01-08,Final,95,103,0,Toronto,Raptors,Charlotte,Hornets
2014-01-24,Final,125,96,1,New York,Knicks,Charlotte,Hornets
2013-11-05,Final,97,102,0,New York,Knicks,Charlotte,Hornets
2013-10-25,Final,83,85,0,New York,Knicks,Charlotte,Hornets
2013-03-29,Final,111,102,1,New York,Knicks,Charlotte,Hornets
2012-01-09,Final,91,87,1,New York,Knicks,Charlotte,Hornets
2012-01-04,Final,110,118,0,New York,Knicks,Charlotte,Hornets
2010-11-23,Final,110,107,1,New York,Knicks,Charlotte,Hornets
2010-01-07,Final,97,93,1,New York,Knicks,Charlotte,Hornets
2009-12-20,Final,98,94,1,New York,Knicks,Charlotte,Hornets
2009-03-07,Final,105,114,0,New York,Knicks,Charlotte,Hornets
2008-11-05,Final,101,98,1,New York,Knicks,Charlotte,Hornets
2008-04-09,Final,109,107,1,New York,Knicks,Charlotte,Hornets
2008-02-27,Final,113,89,1,New York,Knicks,Charlotte,Hornets
2007-01-12,Final,110,126,0,New York,Knicks,Charlotte,Hornets
2006-12-20,Final,111,109,1,New York,Knicks,Charlotte,Hornets
2006-04-17,Final,91,98,0,New York,Knicks,Charlotte,Hornets
2005-02-13,Final,102,99,1,New York,Knicks,Charlotte,Hornets
2004-12-26,Final,91,82,1,New York,Knicks,Charlotte,Hornets
2019-11-16,Final,102,103,0,New York,Knicks,Charlotte,Hornets
2018-12-09,Final,107,119,0,New York,Knicks,Charlotte,Hornets
2018-03-17,Final,124,101,1,New York,Knicks,Charlotte,Hornets
2017-11-07,Final,118,113,1,New York,Knicks,Charlotte,Hornets
2017-01-27,Final,110,107,1,New York,Knicks,Charlotte,Hornets
2016-11-25,Final,113,111,1,New York,Knicks,Charlotte,Hornets
2016-04-06,Final,97,111,0,New York,Knicks,Charlotte,Hornets
2015-11-17,Final,102,94,1,New York,Knicks,Charlotte,Hornets
2015-01-10,Final,82,110,0,New York,Knicks,Charlotte,Hornets
2014-11-02,Final,96,93,1,New York,Knicks,Charlotte,Hornets
2019-12-22,Final,119,93,1,Boston,Celtics,Charlotte,Hornets
2014-04-11,Final,106,103,1,Boston,Celtics,Charlotte,Hornets
2013-11-13,Final,83,89,0,Boston,Celtics,Charlotte,Hornets
2013-03-16,Final,105,88,1,Boston,Celtics,Charlotte,Hornets
2013-01-14,Final,100,89,1,Boston,Celtics,Charlotte,Hornets
2012-02-07,Final,94,84,1,Boston,Celtics,Charlotte,Hornets
2011-03-25,Final,81,83,0,Boston,Celtics,Charlotte,Hornets
2011-01-14,Final,99,94,1,Boston,Celtics,Charlotte,Hornets
2010-03-03,Final,104,80,1,Boston,Celtics,Charlotte,Hornets
2009-10-28,Final,92,59,1,Boston,Celtics,Charlotte,Hornets
2009-04-01,Final,111,109,1,Boston,Celtics,Charlotte,Hornets
2008-02-29,Final,108,100,1,Boston,Celtics,Charlotte,Hornets
2008-01-09,Final,83,95,0,Boston,Celtics,Charlotte,Hornets
2007-03-21,Final,84,92,0,Boston,Celtics,Charlotte,Hornets
2006-11-08,Final,110,108,1,Boston,Celtics,Charlotte,Hornets
2006-01-04,Final,109,106,1,Boston,Celtics,Charlotte,Hornets
2005-11-25,Final,90,89,1,Boston,Celtics,Charlotte,Hornets
2005-03-04,Final,104,84,1,Boston,Celtics,Charlotte,Hornets
2004-11-12,Final,91,74,1,Boston,Celtics,Charlotte,Hornets
2019-10-06,Final,107,106,1,Boston,Celtics,Charlotte,Hornets
2019-01-30,Final,126,94,1,Boston,Celtics,Charlotte,Hornets
2018-12-23,Final,119,103,1,Boston,Celtics,Charlotte,Hornets
2018-09-30,Final,115,112,1,Boston,Celtics,Charlotte,Hornets
2018-02-28,Final,134,106,1,Boston,Celtics,Charlotte,Hornets
2017-11-10,Final,90,87,1,Boston,Celtics,Charlotte,Hornets
2017-10-02,Final,94,82,1,Boston,Celtics,Charlotte,Hornets
2017-01-16,Final,108,98,1,Boston,Celtics,Charlotte,Hornets
2016-12-16,Final,96,88,1,Boston,Celtics,Charlotte,Hornets
2016-10-08,Final,104,86,1,Boston,Celtics,Charlotte,Hornets
2016-04-11,Final,100,114,0,Boston,Celtics,Charlotte,Hornets
2015-02-27,Final,106,98,1,Boston,Celtics,Charlotte,Hornets
2015-01-05,Final,95,104,0,Boston,Celtics,Charlotte,Hornets
2013-11-02,Final,105,84,1,New Orleans,Pelicans,Charlotte,Hornets
2012-11-09,Final,107,99,1,New Orleans,Pelicans,Charlotte,Hornets
2012-10-09,Final,97,82,1,New Orleans,Pelicans,Charlotte,Hornets
2012-03-12,Final,71,73,0,New Orleans,Pelicans,Charlotte,Hornets
2010-12-01,Final,89,73,1,New Orleans,Pelicans,Charlotte,Hornets
2010-04-07,Final,103,104,0,New Orleans,Pelicans,Charlotte,Hornets
2008-12-10,Final,105,89,1,New Orleans,Pelicans,Charlotte,Hornets
2008-01-18,Final,112,84,1,New Orleans,Pelicans,Charlotte,Hornets
2006-11-14,Final,94,85,1,New Orleans,Pelicans,Charlotte,Hornets
2006-01-02,Final,103,86,1,New Orleans,Pelicans,Charlotte,Hornets
2005-03-02,Final,94,85,1,New Orleans,Pelicans,Charlotte,Hornets
2019-04-03,Final,109,115,0,New Orleans,Pelicans,Charlotte,Hornets
2018-03-13,Final,119,115,1,New Orleans,Pelicans,Charlotte,Hornets
2016-11-19,Final,121,116,1,New Orleans,Pelicans,Charlotte,Hornets
2016-01-15,Final,109,107,1,New Orleans,Pelicans,Charlotte,Hornets
2014-11-04,Final,100,91,1,New Orleans,Pelicans,Charlotte,Hornets
2014-03-02,Final,116,99,1,Oklahoma City,Thunder,Charlotte,Hornets
2012-11-26,Final,114,69,1,Oklahoma City,Thunder,Charlotte,Hornets
2012-10-16,Final,120,98,1,Oklahoma City,Thunder,Charlotte,Hornets
2012-03-10,Final,122,95,1,Oklahoma City,Thunder,Charlotte,Hornets
2011-03-18,Final,99,82,1,Oklahoma City,Thunder,Charlotte,Hornets
2009-12-26,Final,98,91,1,Oklahoma City,Thunder,Charlotte,Hornets
2009-04-10,Final,84,81,1,Oklahoma City,Thunder,Charlotte,Hornets
2008-03-28,Final,93,96,0,Oklahoma City,Thunder,Charlotte,Hornets
2007-03-04,Final,96,89,1,Oklahoma City,Thunder,Charlotte,Hornets
2005-11-30,Final,104,94,1,Oklahoma City,Thunder,Charlotte,Hornets
2005-02-05,Final,113,99,1,Oklahoma City,Thunder,Charlotte,Hornets
2018-11-23,Final,109,104,1,Oklahoma City,Thunder,Charlotte,Hornets
2017-12-11,Final,103,116,0,Oklahoma City,Thunder,Charlotte,Hornets
2017-04-02,Final,101,113,0,Oklahoma City,Thunder,Charlotte,Hornets
2016-01-20,Final,109,95,1,Oklahoma City,Thunder,Charlotte,Hornets
2014-12-26,Final,98,75,1,Oklahoma City,Thunder,Charlotte,Hornets
2020-01-15,Final,100,86,1,Denver,Nuggets,Charlotte,Hornets
2014-01-29,Final,98,101,0,Denver,Nuggets,Charlotte,Hornets
2012-12-22,Final,110,88,1,Denver,Nuggets,Charlotte,Hornets
2011-03-02,Final,120,80,1,Denver,Nuggets,Charlotte,Hornets
2010-01-25,Final,104,93,1,Denver,Nuggets,Charlotte,Hornets
2009-01-30,Final,110,99,1,Denver,Nuggets,Charlotte,Hornets
2008-02-02,Final,117,101,1,Denver,Nuggets,Charlotte,Hornets
2007-01-29,Final,101,105,0,Denver,Nuggets,Charlotte,Hornets
2006-02-21,Final,100,84,1,Denver,Nuggets,Charlotte,Hornets
2005-03-16,Final,120,101,1,Denver,Nuggets,Charlotte,Hornets
2019-01-05,Final,123,110,1,Denver,Nuggets,Charlotte,Hornets
2018-02-05,Final,121,104,1,Denver,Nuggets,Charlotte,Hornets
2017-03-04,Final,102,112,0,Denver,Nuggets,Charlotte,Hornets
2016-01-10,Final,95,92,1,Denver,Nuggets,Charlotte,Hornets
2015-01-31,Final,86,104,0,Denver,Nuggets,Charlotte,Hornets
2020-01-12,Final,100,92,1,Phoenix,Suns,Charlotte,Hornets
2014-02-01,Final,105,95,1,Phoenix,Suns,Charlotte,Hornets
2012-12-19,Final,121,104,1,Phoenix,Suns,Charlotte,Hornets
2012-02-04,Final,95,89,1,Phoenix,Suns,Charlotte,Hornets
2011-01-26,Final,107,114,0,Phoenix,Suns,Charlotte,Hornets
2010-01-26,Final,109,114,0,Phoenix,Suns,Charlotte,Hornets
2009-02-24,Final,112,102,1,Phoenix,Suns,Charlotte,Hornets
2008-10-20,Final,111,108,1,Phoenix,Suns,Charlotte,Hornets
2008-02-04,Final,118,104,1,Phoenix,Suns,Charlotte,Hornets
2007-03-07,Final,115,106,1,Phoenix,Suns,Charlotte,Hornets
2006-02-25,Final,136,121,1,Phoenix,Suns,Charlotte,Hornets
2004-12-10,Final,115,106,1,Phoenix,Suns,Charlotte,Hornets
2019-01-06,Final,113,119,0,Phoenix,Suns,Charlotte,Hornets
2018-02-04,Final,110,115,0,Phoenix,Suns,Charlotte,Hornets
2017-03-02,Final,120,103,1,Phoenix,Suns,Charlotte,Hornets
2016-01-06,Final,111,102,1,Phoenix,Suns,Charlotte,Hornets
2014-11-14,Final,95,103,0,Phoenix,Suns,Charlotte,Hornets
2020-02-04,Final,125,110,1,Houston,Rockets,Charlotte,Hornets
2013-10-30,Final,96,83,1,Houston,Rockets,Charlotte,Hornets
2013-02-02,Final,109,95,1,Houston,Rockets,Charlotte,Hornets
2012-03-14,Final,107,87,1,Houston,Rockets,Charlotte,Hornets
2011-03-16,Final,94,78,1,Houston,Rockets,Charlotte,Hornets
2010-04-09,Final,97,90,1,Houston,Rockets,Charlotte,Hornets
2009-02-22,Final,99,78,1,Houston,Rockets,Charlotte,Hornets
2008-03-14,Final,89,80,1,Houston,Rockets,Charlotte,Hornets
2007-02-10,Final,104,83,1,Houston,Rockets,Charlotte,Hornets
2006-01-25,Final,102,78,1,Houston,Rockets,Charlotte,Hornets
2004-12-22,Final,87,90,0,Houston,Rockets,Charlotte,Hornets
2019-03-11,Final,118,106,1,Houston,Rockets,Charlotte,Hornets
2017-12-13,Final,108,96,1,Houston,Rockets,Charlotte,Hornets
2017-01-10,Final,121,114,1,Houston,Rockets,Charlotte,Hornets
2015-12-21,Final,102,95,1,Houston,Rockets,Charlotte,Hornets
2014-12-31,Final,102,83,1,Houston,Rockets,Charlotte,Hornets
2020-01-04,Final,120,123,0,Dallas,Mavericks,Charlotte,Hornets
2013-12-03,Final,89,82,1,Dallas,Mavericks,Charlotte,Hornets
2012-11-03,Final,126,99,1,Dallas,Mavericks,Charlotte,Hornets
2012-10-26,Final,99,82,1,Dallas,Mavericks,Charlotte,Hornets
2012-03-15,Final,101,96,1,Dallas,Mavericks,Charlotte,Hornets
2010-10-27,Final,101,86,1,Dallas,Mavericks,Charlotte,Hornets
2009-12-12,Final,98,97,1,Dallas,Mavericks,Charlotte,Hornets
2008-12-11,Final,95,90,1,Dallas,Mavericks,Charlotte,Hornets
2008-03-12,Final,118,93,1,Dallas,Mavericks,Charlotte,Hornets
2006-12-26,Final,97,84,1,Dallas,Mavericks,Charlotte,Hornets
2006-03-03,Final,90,76,1,Dallas,Mavericks,Charlotte,Hornets
2005-03-19,Final,104,93,1,Dallas,Mavericks,Charlotte,Hornets
2019-02-06,Final,99,93,1,Dallas,Mavericks,Charlotte,Hornets
2018-10-12,Final,118,123,0,Dallas,Mavericks,Charlotte,Hornets
2018-03-24,Final,98,102,0,Dallas,Mavericks,Charlotte,Hornets
2016-12-05,Final,101,109,0,Dallas,Mavericks,Charlotte,Hornets
2016-10-03,Final,95,88,1,Dallas,Mavericks,Charlotte,Hornets
2015-11-05,Final,94,108,0,Dallas,Mavericks,Charlotte,Hornets
2015-02-22,Final,92,81,1,Dallas,Mavericks,Charlotte,Hornets
2014-01-04,Final,103,113,0,Sacramento,Kings,Charlotte,Hornets
2013-03-03,Final,119,83,1,Sacramento,Kings,Charlotte,Hornets
2011-01-25,Final,89,94,0,Sacramento,Kings,Charlotte,Hornets
2010-01-30,Final,96,103,0,Sacramento,Kings,Charlotte,Hornets
2009-02-25,Final,91,98,0,Sacramento,Kings,Charlotte,Hornets
2008-01-30,Final,105,91,1,Sacramento,Kings,Charlotte,Hornets
2007-02-28,Final,135,120,1,Sacramento,Kings,Charlotte,Hornets
2005-11-29,Final,110,92,1,Sacramento,Kings,Charlotte,Hornets
2004-12-07,Final,109,92,1,Sacramento,Kings,Charlotte,Hornets
2019-10-30,Final,111,118,0,Sacramento,Kings,Charlotte,Hornets
2019-01-12,Final,104,97,1,Sacramento,Kings,Charlotte,Hornets
2018-01-02,Final,111,131,0,Sacramento,Kings,Charlotte,Hornets
2017-02-25,Final,85,99,0,Sacramento,Kings,Charlotte,Hornets
2016-01-25,Final,128,129,0,Sacramento,Kings,Charlotte,Hornets
2015-03-20,Final,101,91,1,Sacramento,Kings,Charlotte,Hornets
2014-01-01,Final,112,85,1,Los Angeles,Clippers,Charlotte,Hornets
2013-02-26,Final,106,84,1,Los Angeles,Clippers,Charlotte,Hornets
2011-01-29,Final,103,88,1,Los Angeles,Clippers,Charlotte,Hornets
2010-02-22,Final,98,94,1,Los Angeles,Clippers,Charlotte,Hornets
2009-02-28,Final,95,100,0,Los Angeles,Clippers,Charlotte,Hornets
2008-01-28,Final,100,107,0,Los Angeles,Clippers,Charlotte,Hornets
2007-02-26,Final,100,93,1,Los Angeles,Clippers,Charlotte,Hornets
2006-02-27,Final,95,87,1,Los Angeles,Clippers,Charlotte,Hornets
2004-12-06,Final,99,93,1,Los Angeles,Clippers,Charlotte,Hornets
2019-10-28,Final,111,96,1,Los Angeles,Clippers,Charlotte,Hornets
2019-01-08,Final,128,109,1,Los Angeles,Clippers,Charlotte,Hornets
2017-12-31,Final,106,98,1,Los Angeles,Clippers,Charlotte,Hornets
2017-02-26,Final,124,121,1,Los Angeles,Clippers,Charlotte,Hornets
2016-01-09,Final,97,83,1,Los Angeles,Clippers,Charlotte,Hornets
2015-10-14,Final,71,113,0,Los Angeles,Clippers,Charlotte,Hornets
2015-03-17,Final,99,92,1,Los Angeles,Clippers,Charlotte,Hornets
2014-04-02,Final,93,123,0,Philadelphia,76ers,Charlotte,Hornets
2014-01-15,Final,95,92,1,Philadelphia,76ers,Charlotte,Hornets
2013-03-30,Final,100,92,1,Philadelphia,76ers,Charlotte,Hornets
2013-02-09,Final,87,76,1,Philadelphia,76ers,Charlotte,Hornets
2012-01-27,Final,89,72,1,Philadelphia,76ers,Charlotte,Hornets
2011-01-17,Final,96,92,1,Philadelphia,76ers,Charlotte,Hornets
2010-12-04,Final,109,91,1,Philadelphia,76ers,Charlotte,Hornets
2010-03-10,Final,87,102,0,Philadelphia,76ers,Charlotte,Hornets
2009-11-18,Final,86,84,1,Philadelphia,76ers,Charlotte,Hornets
2009-03-27,Final,95,100,0,Philadelphia,76ers,Charlotte,Hornets
2009-01-09,Final,93,87,1,Philadelphia,76ers,Charlotte,Hornets
2007-11-07,Final,94,63,1,Philadelphia,76ers,Charlotte,Hornets
2007-03-23,Final,106,97,1,Philadelphia,76ers,Charlotte,Hornets
2007-02-07,Final,92,83,1,Philadelphia,76ers,Charlotte,Hornets
2005-12-09,Final,119,115,1,Philadelphia,76ers,Charlotte,Hornets
2005-11-04,Final,93,110,0,Philadelphia,76ers,Charlotte,Hornets
2005-04-06,Final,106,103,1,Philadelphia,76ers,Charlotte,Hornets
2005-03-11,Final,112,80,1,Philadelphia,76ers,Charlotte,Hornets
2019-11-10,Final,114,106,1,Philadelphia,76ers,Charlotte,Hornets
2018-11-09,Final,133,132,1,Philadelphia,76ers,Charlotte,Hornets
2018-10-27,Final,105,103,1,Philadelphia,76ers,Charlotte,Hornets
2018-03-19,Final,108,94,1,Philadelphia,76ers,Charlotte,Hornets
2018-03-02,Final,110,99,1,Philadelphia,76ers,Charlotte,Hornets
2017-01-13,Final,102,93,1,Philadelphia,76ers,Charlotte,Hornets
2016-03-29,Final,85,100,0,Philadelphia,76ers,Charlotte,Hornets
2016-03-02,Final,99,119,0,Philadelphia,76ers,Charlotte,Hornets
2015-02-07,Final,89,81,1,Philadelphia,76ers,Charlotte,Hornets
2014-12-19,Final,91,109,0,Philadelphia,76ers,Charlotte,Hornets
2014-10-08,Final,106,92,1,Philadelphia,76ers,Charlotte,Hornets
2020-01-02,Final,106,109,0,Cleveland,Cavaliers,Charlotte,Hornets
2019-12-18,Final,100,98,1,Cleveland,Cavaliers,Charlotte,Hornets
2014-04-05,Final,94,96,0,Cleveland,Cavaliers,Charlotte,Hornets
2013-11-15,Final,80,86,0,Cleveland,Cavaliers,Charlotte,Hornets
2013-10-15,Final,74,92,0,Cleveland,Cavaliers,Charlotte,Hornets
2013-02-06,Final,122,95,1,Cleveland,Cavaliers,Charlotte,Hornets
