game_date,game_status_text,points_home,points_away,home_team_wins,city_home,nickname_home,city_away,nickname_away
2004-05-04,Final,85,77,1,Miami,Heat,New Orleans,Pelicans
2004-04-30,Final,87,83,1,Miami,Heat,New Orleans,Pelicans
2004-04-21,Final,93,63,1,Miami,Heat,New Orleans,Pelicans
2004-04-18,Final,81,79,1,Miami,Heat,New Orleans,Pelicans
2004-03-16,Final,96,83,1,Miami,Heat,New Orleans,Pelicans
2003-11-25,Final,91,87,1,Miami,Heat,New Orleans,Pelicans
2019-11-16,Final,109,94,1,Miami,Heat,New Orleans,Pelicans
2018-11-30,Final,106,101,1,Miami,Heat,New Orleans,Pelicans
2018-10-10,Final,140,128,1,Miami,Heat,New Orleans,Pelicans
2017-12-23,Final,94,109,0,Miami,Heat,New Orleans,Pelicans
2017-03-15,Final,120,112,1,Miami,Heat,New Orleans,Pelicans
2015-12-25,Final,94,88,1,Miami,Heat,New Orleans,Pelicans
2015-02-21,Final,91,105,0,Miami,Heat,New Orleans,Pelicans
2014-10-04,Final,86,98,0,Miami,Heat,New Orleans,Pelicans
2020-07-27,Final,103,124,0,Milwaukee,Bucks,New Orleans,Pelicans
2019-12-11,Final,127,112,1,Milwaukee,Bucks,New Orleans,Pelicans
2014-02-12,Final,98,102,0,Milwaukee,Bucks,New Orleans,Pelicans
2012-11-17,Final,117,113,1,Milwaukee,Bucks,New Orleans,Pelicans
2012-02-15,Final,89,92,0,Milwaukee,Bucks,New Orleans,Pelicans
2010-11-06,Final,81,87,0,Milwaukee,Bucks,New Orleans,Pelicans
2010-02-24,Final,115,95,1,Milwaukee,Bucks,New Orleans,Pelicans
2009-03-13,Final,86,95,0,Milwaukee,Bucks,New Orleans,Pelicans
2008-02-13,Final,107,111,0,Milwaukee,Bucks,New Orleans,Pelicans
2007-04-03,Final,101,119,0,Milwaukee,Bucks,New Orleans,Pelicans
2005-12-23,Final,101,94,1,Milwaukee,Bucks,New Orleans,Pelicans
2004-11-13,Final,94,91,1,Milwaukee,Bucks,New Orleans,Pelicans
2004-04-10,Final,87,92,0,Milwaukee,Bucks,New Orleans,Pelicans
2004-02-07,Final,107,97,1,Milwaukee,Bucks,New Orleans,Pelicans
2018-12-19,Final,123,115,1,Milwaukee,Bucks,New Orleans,Pelicans
2018-02-25,Final,121,123,0,Milwaukee,Bucks,New Orleans,Pelicans
2016-11-10,Final,106,112,0,Milwaukee,Bucks,New Orleans,Pelicans
2016-03-12,Final,103,92,1,Milwaukee,Bucks,New Orleans,Pelicans
2015-03-09,Final,103,114,0,Milwaukee,Bucks,New Orleans,Pelicans
2020-03-08,Final,107,120,0,Minnesota,Timberwolves,New Orleans,Pelicans
2019-12-18,Final,99,107,0,Minnesota,Timberwolves,New Orleans,Pelicans
2014-01-29,Final,88,77,1,Minnesota,Timberwolves,New Orleans,Pelicans
2014-01-01,Final,124,112,1,Minnesota,Timberwolves,New Orleans,Pelicans
2013-03-17,Final,97,95,1,Minnesota,Timberwolves,New Orleans,Pelicans
2013-02-02,Final,115,86,1,Minnesota,Timberwolves,New Orleans,Pelicans
2012-03-10,Final,89,95,0,Minnesota,Timberwolves,New Orleans,Pelicans
2011-02-25,Final,81,95,0,Minnesota,Timberwolves,New Orleans,Pelicans
2010-12-27,Final,113,98,1,Minnesota,Timberwolves,New Orleans,Pelicans
2010-01-22,Final,94,96,0,Minnesota,Timberwolves,New Orleans,Pelicans
2009-12-09,Final,96,97,0,Minnesota,Timberwolves,New Orleans,Pelicans
2009-01-23,Final,116,108,1,Minnesota,Timberwolves,New Orleans,Pelicans
2008-04-09,Final,90,122,0,Minnesota,Timberwolves,New Orleans,Pelicans
2007-11-17,Final,82,100,0,Minnesota,Timberwolves,New Orleans,Pelicans
2007-04-07,Final,94,96,0,Minnesota,Timberwolves,New Orleans,Pelicans
2006-11-18,Final,96,99,0,Minnesota,Timberwolves,New Orleans,Pelicans
2006-02-11,Final,94,100,0,Minnesota,Timberwolves,New Orleans,Pelicans
2005-12-21,Final,88,69,1,Minnesota,Timberwolves,New Orleans,Pelicans
2005-03-23,Final,107,102,1,Minnesota,Timberwolves,New Orleans,Pelicans
2004-11-06,Final,99,92,1,Minnesota,Timberwolves,New Orleans,Pelicans
2004-01-19,Final,97,90,1,Minnesota,Timberwolves,New Orleans,Pelicans
2019-01-12,Final,110,106,1,Minnesota,Timberwolves,New Orleans,Pelicans
2018-11-14,Final,107,100,1,Minnesota,Timberwolves,New Orleans,Pelicans
2018-02-03,Final,118,107,1,Minnesota,Timberwolves,New Orleans,Pelicans
2018-01-06,Final,116,98,1,Minnesota,Timberwolves,New Orleans,Pelicans
2017-02-10,Final,106,122,0,Minnesota,Timberwolves,New Orleans,Pelicans
2016-04-13,Final,144,109,1,Minnesota,Timberwolves,New Orleans,Pelicans
2016-02-08,Final,102,116,0,Minnesota,Timberwolves,New Orleans,Pelicans
2015-04-13,Final,88,100,0,Minnesota,Timberwolves,New Orleans,Pelicans
2015-01-23,Final,84,92,0,Minnesota,Timberwolves,New Orleans,Pelicans
2014-04-04,Final,100,96,1,Utah,Jazz,New Orleans,Pelicans
2013-11-13,Final,111,105,1,Utah,Jazz,New Orleans,Pelicans
2013-04-05,Final,95,83,1,Utah,Jazz,New Orleans,Pelicans
2013-01-30,Final,104,99,1,Utah,Jazz,New Orleans,Pelicans
2012-01-02,Final,94,90,1,Utah,Jazz,New Orleans,Pelicans
2011-03-24,Final,117,121,0,Utah,Jazz,New Orleans,Pelicans
2010-11-24,Final,105,87,1,Utah,Jazz,New Orleans,Pelicans
2010-03-20,Final,106,86,1,Utah,Jazz,New Orleans,Pelicans
2010-01-04,Final,87,91,0,Utah,Jazz,New Orleans,Pelicans
2009-02-21,Final,102,88,1,Utah,Jazz,New Orleans,Pelicans
2009-01-07,Final,116,90,1,Utah,Jazz,New Orleans,Pelicans
2008-02-04,Final,110,88,1,Utah,Jazz,New Orleans,Pelicans
2007-11-23,Final,99,71,1,Utah,Jazz,New Orleans,Pelicans
2007-03-10,Final,96,86,1,Utah,Jazz,New Orleans,Pelicans
2006-03-27,Final,104,80,1,Utah,Jazz,New Orleans,Pelicans
2006-02-25,Final,95,100,0,Utah,Jazz,New Orleans,Pelicans
2005-02-05,Final,108,92,1,Utah,Jazz,New Orleans,Pelicans
2004-11-22,Final,75,76,0,Utah,Jazz,New Orleans,Pelicans
2004-03-31,Final,89,76,1,Utah,Jazz,New Orleans,Pelicans
2019-11-23,Final,128,120,1,Utah,Jazz,New Orleans,Pelicans
2019-03-04,Final,112,115,0,Utah,Jazz,New Orleans,Pelicans
2018-01-03,Final,98,108,0,Utah,Jazz,New Orleans,Pelicans
2017-12-01,Final,114,108,1,Utah,Jazz,New Orleans,Pelicans
2017-03-27,Final,108,100,1,Utah,Jazz,New Orleans,Pelicans
2017-03-06,Final,88,83,1,Utah,Jazz,New Orleans,Pelicans
2015-12-16,Final,94,104,0,Utah,Jazz,New Orleans,Pelicans
2015-11-28,Final,101,87,1,Utah,Jazz,New Orleans,Pelicans
2014-11-22,Final,94,106,0,Utah,Jazz,New Orleans,Pelicans
2014-03-21,Final,105,111,0,Atlanta,Hawks,New Orleans,Pelicans
2013-02-08,Final,100,111,0,Atlanta,Hawks,New Orleans,Pelicans
2012-10-18,Final,97,68,1,Atlanta,Hawks,New Orleans,Pelicans
2011-01-21,Final,59,100,0,Atlanta,Hawks,New Orleans,Pelicans
2009-11-14,Final,121,98,1,Atlanta,Hawks,New Orleans,Pelicans
2009-10-07,Final,108,102,1,Atlanta,Hawks,New Orleans,Pelicans
2009-03-09,Final,89,79,1,Atlanta,Hawks,New Orleans,Pelicans
2007-11-30,Final,86,92,0,Atlanta,Hawks,New Orleans,Pelicans
2007-01-10,Final,77,96,0,Atlanta,Hawks,New Orleans,Pelicans
2006-01-07,Final,101,93,1,Atlanta,Hawks,New Orleans,Pelicans
2005-10-28,Final,104,90,1,Atlanta,Hawks,New Orleans,Pelicans
2005-04-05,Final,86,96,0,Atlanta,Hawks,New Orleans,Pelicans
2004-03-25,Final,84,76,1,Atlanta,Hawks,New Orleans,Pelicans
2003-11-03,Final,90,80,1,Atlanta,Hawks,New Orleans,Pelicans
2019-10-07,Final,109,133,0,Atlanta,Hawks,New Orleans,Pelicans
2019-03-10,Final,128,116,1,Atlanta,Hawks,New Orleans,Pelicans
2018-10-01,Final,116,102,1,Atlanta,Hawks,New Orleans,Pelicans
2018-01-17,Final,94,93,1,Atlanta,Hawks,New Orleans,Pelicans
2016-11-22,Final,94,112,0,Atlanta,Hawks,New Orleans,Pelicans
2016-10-18,Final,96,89,1,Atlanta,Hawks,New Orleans,Pelicans
2015-11-11,Final,106,98,1,Atlanta,Hawks,New Orleans,Pelicans
2014-11-28,Final,100,91,1,Atlanta,Hawks,New Orleans,Pelicans
2014-10-06,Final,93,87,1,Atlanta,Hawks,New Orleans,Pelicans
2020-07-22,Final,68,99,0,Brooklyn,Nets,New Orleans,Pelicans
2014-02-09,Final,93,81,1,Brooklyn,Nets,New Orleans,Pelicans
2013-03-12,Final,108,98,1,Brooklyn,Nets,New Orleans,Pelicans
2012-03-17,Final,94,102,0,Brooklyn,Nets,New Orleans,Pelicans
2011-02-09,Final,103,101,1,Brooklyn,Nets,New Orleans,Pelicans
2010-04-03,Final,115,87,1,Brooklyn,Nets,New Orleans,Pelicans
2009-03-01,Final,96,99,0,Brooklyn,Nets,New Orleans,Pelicans
2007-11-12,Final,82,84,0,Brooklyn,Nets,New Orleans,Pelicans
2007-02-21,Final,107,111,0,Brooklyn,Nets,New Orleans,Pelicans
2006-02-06,Final,99,91,1,Brooklyn,Nets,New Orleans,Pelicans
2004-12-10,Final,94,91,1,Brooklyn,Nets,New Orleans,Pelicans
2004-02-21,Final,97,84,1,Brooklyn,Nets,New Orleans,Pelicans
2003-11-18,Final,85,88,0,Brooklyn,Nets,New Orleans,Pelicans
2019-11-04,Final,135,125,1,Brooklyn,Nets,New Orleans,Pelicans
2019-01-02,Final,126,121,1,Brooklyn,Nets,New Orleans,Pelicans
2018-02-10,Final,128,138,0,Brooklyn,Nets,New Orleans,Pelicans
2017-01-12,Final,95,104,0,Brooklyn,Nets,New Orleans,Pelicans
2016-04-03,Final,87,106,0,Brooklyn,Nets,New Orleans,Pelicans
2015-03-10,Final,91,111,0,Brooklyn,Nets,New Orleans,Pelicans
2020-01-13,Final,110,117,0,Detroit,Pistons,New Orleans,Pelicans
2014-01-24,Final,101,103,0,Detroit,Pistons,New Orleans,Pelicans
2013-02-11,Final,86,105,0,Detroit,Pistons,New Orleans,Pelicans
2012-02-04,Final,89,87,1,Detroit,Pistons,New Orleans,Pelicans
2010-12-19,Final,111,108,1,Detroit,Pistons,New Orleans,Pelicans
2010-01-15,Final,110,104,1,Detroit,Pistons,New Orleans,Pelicans
2009-01-17,Final,85,91,0,Detroit,Pistons,New Orleans,Pelicans
2008-03-16,Final,105,84,1,Detroit,Pistons,New Orleans,Pelicans
2006-11-15,Final,99,100,0,Detroit,Pistons,New Orleans,Pelicans
2006-04-04,Final,101,93,1,Detroit,Pistons,New Orleans,Pelicans
2005-01-12,Final,90,76,1,Detroit,Pistons,New Orleans,Pelicans
2003-12-29,Final,108,99,1,Detroit,Pistons,New Orleans,Pelicans
2003-11-23,Final,80,81,0,Detroit,Pistons,New Orleans,Pelicans
2018-12-09,Final,108,116,0,Detroit,Pistons,New Orleans,Pelicans
2018-02-12,Final,103,118,0,Detroit,Pistons,New Orleans,Pelicans
2017-02-01,Final,118,98,1,Detroit,Pistons,New Orleans,Pelicans
2016-02-21,Final,106,111,0,Detroit,Pistons,New Orleans,Pelicans
2015-01-14,Final,94,105,0,Detroit,Pistons,New Orleans,Pelicans
2020-02-06,Final,119,125,0,Chicago,Bulls,New Orleans,Pelicans
2013-12-02,Final,128,131,0,Chicago,Bulls,New Orleans,Pelicans
2012-11-03,Final,82,89,0,Chicago,Bulls,New Orleans,Pelicans
2012-02-28,Final,99,95,1,Chicago,Bulls,New Orleans,Pelicans
2011-03-07,Final,85,77,1,Chicago,Bulls,New Orleans,Pelicans
2009-12-26,Final,96,85,1,Chicago,Bulls,New Orleans,Pelicans
2009-03-14,Final,97,79,1,Chicago,Bulls,New Orleans,Pelicans
2008-02-12,Final,86,100,0,Chicago,Bulls,New Orleans,Pelicans
2007-03-02,Final,104,93,1,Chicago,Bulls,New Orleans,Pelicans
2006-03-24,Final,96,82,1,Chicago,Bulls,New Orleans,Pelicans
2005-03-18,Final,90,94,0,Chicago,Bulls,New Orleans,Pelicans
2004-01-10,Final,89,84,1,Chicago,Bulls,New Orleans,Pelicans
2003-12-06,Final,91,97,0,Chicago,Bulls,New Orleans,Pelicans
2019-10-09,Final,125,127,0,Chicago,Bulls,New Orleans,Pelicans
2019-02-06,Final,120,125,0,Chicago,Bulls,New Orleans,Pelicans
2018-09-30,Final,128,116,1,Chicago,Bulls,New Orleans,Pelicans
2017-11-04,Final,90,96,0,Chicago,Bulls,New Orleans,Pelicans
2017-10-08,Final,95,108,0,Chicago,Bulls,New Orleans,Pelicans
2017-01-14,Final,107,99,1,Chicago,Bulls,New Orleans,Pelicans
2015-12-12,Final,98,94,1,Chicago,Bulls,New Orleans,Pelicans
2015-10-12,Final,115,123,0,Chicago,Bulls,New Orleans,Pelicans
2014-12-27,Final,107,100,1,Chicago,Bulls,New Orleans,Pelicans
2020-02-25,Final,118,109,1,Los Angeles,Lakers,New Orleans,Pelicans
2020-01-03,Final,123,113,1,Los Angeles,Lakers,New Orleans,Pelicans
2014-03-04,Final,125,132,0,Los Angeles,Lakers,New Orleans,Pelicans
2013-11-12,Final,116,95,1,Los Angeles,Lakers,New Orleans,Pelicans
2013-04-09,Final,104,96,1,Los Angeles,Lakers,New Orleans,Pelicans
2013-01-29,Final,111,106,1,Los Angeles,Lakers,New Orleans,Pelicans
2012-03-31,Final,88,85,1,Los Angeles,Lakers,New Orleans,Pelicans
2011-04-26,Final,106,90,1,Los Angeles,Lakers,New Orleans,Pelicans
2011-04-20,Final,87,78,1,Los Angeles,Lakers,New Orleans,Pelicans
2011-04-17,Final,100,109,0,Los Angeles,Lakers,New Orleans,Pelicans
2011-03-27,Final,102,84,1,Los Angeles,Lakers,New Orleans,Pelicans
2011-01-07,Final,101,97,1,Los Angeles,Lakers,New Orleans,Pelicans
2009-12-01,Final,110,99,1,Los Angeles,Lakers,New Orleans,Pelicans
2009-11-08,Final,104,88,1,Los Angeles,Lakers,New Orleans,Pelicans
2009-02-20,Final,115,111,1,Los Angeles,Lakers,New Orleans,Pelicans
2009-01-06,Final,105,116,0,Los Angeles,Lakers,New Orleans,Pelicans
2008-04-11,Final,107,104,1,Los Angeles,Lakers,New Orleans,Pelicans
2007-11-06,Final,104,118,0,Los Angeles,Lakers,New Orleans,Pelicans
2006-12-06,Final,89,105,0,Los Angeles,Lakers,New Orleans,Pelicans
2006-10-20,Final,113,106,1,Los Angeles,Lakers,New Orleans,Pelicans
2006-04-19,Final,115,95,1,Los Angeles,Lakers,New Orleans,Pelicans
2006-03-26,Final,105,94,1,Los Angeles,Lakers,New Orleans,Pelicans
2004-12-22,Final,101,89,1,Los Angeles,Lakers,New Orleans,Pelicans
2004-11-28,Final,89,76,1,Los Angeles,Lakers,New Orleans,Pelicans
2004-03-30,Final,107,88,1,Los Angeles,Lakers,New Orleans,Pelicans
2019-02-27,Final,125,119,1,Los Angeles,Lakers,New Orleans,Pelicans
2018-12-21,Final,112,104,1,Los Angeles,Lakers,New Orleans,Pelicans
2017-10-22,Final,112,119,0,Los Angeles,Lakers,New Orleans,Pelicans
2017-04-11,Final,108,96,1,Los Angeles,Lakers,New Orleans,Pelicans
2017-03-05,Final,97,105,0,Los Angeles,Lakers,New Orleans,Pelicans
2016-01-12,Final,95,91,1,Los Angeles,Lakers,New Orleans,Pelicans
2015-04-01,Final,92,113,0,Los Angeles,Lakers,New Orleans,Pelicans
2014-12-07,Final,87,104,0,Los Angeles,Lakers,New Orleans,Pelicans
2020-02-21,Final,115,128,0,Portland,Trail Blazers,New Orleans,Pelicans
2019-12-23,Final,94,102,0,Portland,Trail Blazers,New Orleans,Pelicans
2014-04-06,Final,100,94,1,Portland,Trail Blazers,New Orleans,Pelicans
2013-12-21,Final,110,107,1,Portland,Trail Blazers,New Orleans,Pelicans
2012-12-16,Final,95,94,1,Portland,Trail Blazers,New Orleans,Pelicans
2012-03-29,Final,99,93,1,Portland,Trail Blazers,New Orleans,Pelicans
2012-03-05,Final,86,74,1,Portland,Trail Blazers,New Orleans,Pelicans
2011-02-16,Final,103,96,1,Portland,Trail Blazers,New Orleans,Pelicans
2010-11-26,Final,78,97,0,Portland,Trail Blazers,New Orleans,Pelicans
2010-01-25,Final,97,98,0,Portland,Trail Blazers,New Orleans,Pelicans
2009-01-02,Final,77,92,0,Portland,Trail Blazers,New Orleans,Pelicans
2008-11-28,Final,101,86,1,Portland,Trail Blazers,New Orleans,Pelicans
2007-12-17,Final,88,76,1,Portland,Trail Blazers,New Orleans,Pelicans
2007-11-07,Final,93,90,1,Portland,Trail Blazers,New Orleans,Pelicans
2006-12-27,Final,100,85,1,Portland,Trail Blazers,New Orleans,Pelicans
2006-11-10,Final,92,91,1,Portland,Trail Blazers,New Orleans,Pelicans
2006-02-26,Final,75,88,0,Portland,Trail Blazers,New Orleans,Pelicans
2005-12-09,Final,98,95,1,Portland,Trail Blazers,New Orleans,Pelicans
2005-02-09,Final,80,91,0,Portland,Trail Blazers,New Orleans,Pelicans
2004-04-03,Final,81,94,0,Portland,Trail Blazers,New Orleans,Pelicans
2019-01-18,Final,128,112,1,Portland,Trail Blazers,New Orleans,Pelicans
2018-11-01,Final,132,119,1,Portland,Trail Blazers,New Orleans,Pelicans
2018-04-17,Final,102,111,0,Portland,Trail Blazers,New Orleans,Pelicans
2018-04-14,Final,95,97,0,Portland,Trail Blazers,New Orleans,Pelicans
2017-12-02,Final,116,123,0,Portland,Trail Blazers,New Orleans,Pelicans
2017-10-24,Final,103,93,1,Portland,Trail Blazers,New Orleans,Pelicans
2017-04-12,Final,100,103,0,Portland,Trail Blazers,New Orleans,Pelicans
2016-11-25,Final,119,104,1,Portland,Trail Blazers,New Orleans,Pelicans
2015-12-14,Final,105,101,1,Portland,Trail Blazers,New Orleans,Pelicans
2015-10-28,Final,112,94,1,Portland,Trail Blazers,New Orleans,Pelicans
2015-04-04,Final,99,90,1,Portland,Trail Blazers,New Orleans,Pelicans
2014-11-17,Final,102,93,1,Portland,Trail Blazers,New Orleans,Pelicans
2014-03-29,Final,96,80,1,San Antonio,Spurs,New Orleans,Pelicans
2013-11-25,Final,112,93,1,San Antonio,Spurs,New Orleans,Pelicans
2013-01-23,Final,106,102,1,San Antonio,Spurs,New Orleans,Pelicans
2012-12-21,Final,99,94,1,San Antonio,Spurs,New Orleans,Pelicans
2012-04-06,Final,128,103,1,San Antonio,Spurs,New Orleans,Pelicans
2012-02-02,Final,93,81,1,San Antonio,Spurs,New Orleans,Pelicans
2010-12-05,Final,109,84,1,San Antonio,Spurs,New Orleans,Pelicans
2010-10-30,Final,90,99,0,San Antonio,Spurs,New Orleans,Pelicans
2010-03-05,Final,102,91,1,San Antonio,Spurs,New Orleans,Pelicans
2009-10-28,Final,113,96,1,San Antonio,Spurs,New Orleans,Pelicans
2009-04-15,Final,105,98,1,San Antonio,Spurs,New Orleans,Pelicans
2009-01-31,Final,106,93,1,San Antonio,Spurs,New Orleans,Pelicans
2008-10-10,Final,84,89,0,San Antonio,Spurs,New Orleans,Pelicans
2008-05-15,Final,99,80,1,San Antonio,Spurs,New Orleans,Pelicans
2008-05-11,Final,100,80,1,San Antonio,Spurs,New Orleans,Pelicans
2008-05-08,Final,110,99,1,San Antonio,Spurs,New Orleans,Pelicans
2008-02-23,Final,98,89,1,San Antonio,Spurs,New Orleans,Pelicans
2008-01-26,Final,78,102,0,San Antonio,Spurs,New Orleans,Pelicans
2007-03-28,Final,92,88,1,San Antonio,Spurs,New Orleans,Pelicans
2007-01-19,Final,99,86,1,San Antonio,Spurs,New Orleans,Pelicans
2006-03-14,Final,96,81,1,San Antonio,Spurs,New Orleans,Pelicans
2005-12-29,Final,111,84,1,San Antonio,Spurs,New Orleans,Pelicans
2005-03-14,Final,112,89,1,San Antonio,Spurs,New Orleans,Pelicans
2005-01-29,Final,93,83,1,San Antonio,Spurs,New Orleans,Pelicans
2004-10-29,Final,102,86,1,San Antonio,Spurs,New Orleans,Pelicans
2004-01-24,Final,96,98,0,San Antonio,Spurs,New Orleans,Pelicans
2019-10-13,Final,114,123,0,San Antonio,Spurs,New Orleans,Pelicans
2019-02-02,Final,113,108,1,San Antonio,Spurs,New Orleans,Pelicans
2018-11-03,Final,109,95,1,San Antonio,Spurs,New Orleans,Pelicans
2018-03-15,Final,98,93,1,San Antonio,Spurs,New Orleans,Pelicans
2018-02-28,Final,116,121,0,San Antonio,Spurs,New Orleans,Pelicans
2016-12-18,Final,113,100,1,San Antonio,Spurs,New Orleans,Pelicans
2016-10-29,Final,98,79,1,San Antonio,Spurs,New Orleans,Pelicans
2016-03-30,Final,100,92,1,San Antonio,Spurs,New Orleans,Pelicans
2016-02-03,Final,110,97,1,San Antonio,Spurs,New Orleans,Pelicans
2014-12-31,Final,95,93,1,San Antonio,Spurs,New Orleans,Pelicans
2014-11-08,Final,99,100,0,San Antonio,Spurs,New Orleans,Pelicans
2020-02-23,Final,101,115,0,Golden State,Warriors,New Orleans,Pelicans
2019-12-20,Final,106,102,1,Golden State,Warriors,New Orleans,Pelicans
2013-12-17,Final,104,93,1,Golden State,Warriors,New Orleans,Pelicans
2013-04-03,Final,98,88,1,Golden State,Warriors,New Orleans,Pelicans
2012-12-18,Final,103,96,1,Golden State,Warriors,New Orleans,Pelicans
2012-04-24,Final,81,83,0,Golden State,Warriors,New Orleans,Pelicans
2012-03-28,Final,87,102,0,Golden State,Warriors,New Orleans,Pelicans
2011-02-15,Final,102,89,1,Golden State,Warriors,New Orleans,Pelicans
2011-01-26,Final,103,112,0,Golden State,Warriors,New Orleans,Pelicans
2010-03-17,Final,131,121,1,Golden State,Warriors,New Orleans,Pelicans
2010-01-27,Final,110,123,0,Golden State,Warriors,New Orleans,Pelicans
2009-10-22,Final,126,92,1,Golden State,Warriors,New Orleans,Pelicans
2009-04-03,Final,111,103,1,Golden State,Warriors,New Orleans,Pelicans
2008-10-29,Final,103,108,0,Golden State,Warriors,New Orleans,Pelicans
2008-01-04,Final,104,116,0,Golden State,Warriors,New Orleans,Pelicans
2006-12-09,Final,101,80,1,Golden State,Warriors,New Orleans,Pelicans
2006-11-09,Final,121,116,1,Golden State,Warriors,New Orleans,Pelicans
2006-10-19,Final,112,103,1,Golden State,Warriors,New Orleans,Pelicans
2006-03-29,Final,85,86,0,Golden State,Warriors,New Orleans,Pelicans
2005-11-28,Final,99,83,1,Golden State,Warriors,New Orleans,Pelicans
2005-02-04,Final,90,82,1,Golden State,Warriors,New Orleans,Pelicans
2004-11-23,Final,115,109,1,Golden State,Warriors,New Orleans,Pelicans
2003-12-12,Final,85,96,0,Golden State,Warriors,New Orleans,Pelicans
2019-01-16,Final,147,140,1,Golden State,Warriors,New Orleans,Pelicans
2018-10-31,Final,131,121,1,Golden State,Warriors,New Orleans,Pelicans
2018-05-08,Final,113,104,1,Golden State,Warriors,New Orleans,Pelicans
2018-05-01,Final,121,116,1,Golden State,Warriors,New Orleans,Pelicans
2018-04-28,Final,123,101,1,Golden State,Warriors,New Orleans,Pelicans
2018-04-07,Final,120,126,0,Golden State,Warriors,New Orleans,Pelicans
2017-11-25,Final,110,95,1,Golden State,Warriors,New Orleans,Pelicans
2017-04-08,Final,123,101,1,Golden State,Warriors,New Orleans,Pelicans
2016-11-07,Final,116,106,1,Golden State,Warriors,New Orleans,Pelicans
2016-03-14,Final,125,107,1,Golden State,Warriors,New Orleans,Pelicans
2015-10-27,Final,111,95,1,Golden State,Warriors,New Orleans,Pelicans
2015-04-20,Final,97,87,1,Golden State,Warriors,New Orleans,Pelicans
2015-04-18,Final,106,99,1,Golden State,Warriors,New Orleans,Pelicans
2015-03-20,Final,112,96,1,Golden State,Warriors,New Orleans,Pelicans
2014-12-04,Final,112,85,1,Golden State,Warriors,New Orleans,Pelicans
2020-08-11,Final,96,108,0,Orlando,Magic,Brooklyn,Nets
2020-01-06,Final,101,89,1,Orlando,Magic,Brooklyn,Nets
2014-04-09,Final,115,111,1,Orlando,Magic,Brooklyn,Nets
2013-11-03,Final,107,86,1,Orlando,Magic,Brooklyn,Nets
2012-11-30,Final,86,98,0,Orlando,Magic,Brooklyn,Nets
2012-11-09,Final,68,107,0,Orlando,Magic,Brooklyn,Nets
2012-03-16,Final,86,70,1,Orlando,Magic,Brooklyn,Nets
2011-12-29,Final,94,78,1,Orlando,Magic,Brooklyn,Nets
2011-03-25,Final,95,85,1,Orlando,Magic,Brooklyn,Nets
2010-11-05,Final,105,90,1,Orlando,Magic,Brooklyn,Nets
2009-11-13,Final,88,72,1,Orlando,Magic,Brooklyn,Nets
2009-03-06,Final,105,102,1,Orlando,Magic,Brooklyn,Nets
2009-02-08,Final,101,84,1,Orlando,Magic,Brooklyn,Nets
2008-02-06,Final,100,84,1,Orlando,Magic,Brooklyn,Nets
2008-01-02,Final,95,96,0,Orlando,Magic,Brooklyn,Nets
2007-03-23,Final,90,82,1,Orlando,Magic,Brooklyn,Nets
2007-02-02,Final,119,86,1,Orlando,Magic,Brooklyn,Nets
2005-12-21,Final,85,96,0,Orlando,Magic,Brooklyn,Nets
2005-03-13,Final,82,98,0,Orlando,Magic,Brooklyn,Nets
2005-01-08,Final,104,101,1,Orlando,Magic,Brooklyn,Nets
2004-01-29,Final,79,89,0,Orlando,Magic,Brooklyn,Nets
2003-12-12,Final,95,99,0,Orlando,Magic,Brooklyn,Nets
2019-02-02,Final,102,89,1,Orlando,Magic,Brooklyn,Nets
2019-01-18,Final,115,117,0,Orlando,Magic,Brooklyn,Nets
2018-03-28,Final,104,111,0,Orlando,Magic,Brooklyn,Nets
2017-10-24,Final,125,121,1,Orlando,Magic,Brooklyn,Nets
2017-04-06,Final,115,107,1,Orlando,Magic,Brooklyn,Nets
2016-12-16,Final,118,111,1,Orlando,Magic,Brooklyn,Nets
2016-03-29,Final,139,105,1,Orlando,Magic,Brooklyn,Nets
2015-12-30,Final,100,93,1,Orlando,Magic,Brooklyn,Nets
2015-01-02,Final,98,100,0,Orlando,Magic,Brooklyn,Nets
2020-02-26,Final,110,106,1,Washington,Wizards,Brooklyn,Nets
2020-02-01,Final,113,107,1,Washington,Wizards,Brooklyn,Nets
2014-03-15,Final,101,94,1,Washington,Wizards,Brooklyn,Nets
2013-11-08,Final,112,108,1,Washington,Wizards,Brooklyn,Nets
2013-10-08,Final,106,111,0,Washington,Wizards,Brooklyn,Nets
2013-02-08,Final,89,74,1,Washington,Wizards,Brooklyn,Nets
2013-01-04,Final,113,115,0,Washington,Wizards,Brooklyn,Nets
2011-12-26,Final,84,90,0,Washington,Wizards,Brooklyn,Nets
2011-03-20,Final,98,92,1,Washington,Wizards,Brooklyn,Nets
2011-01-07,Final,97,77,1,Washington,Wizards,Brooklyn,Nets
2010-04-04,Final,109,99,1,Washington,Wizards,Brooklyn,Nets
2009-10-31,Final,123,104,1,Washington,Wizards,Brooklyn,Nets
2009-02-04,Final,88,115,0,Washington,Wizards,Brooklyn,Nets
2008-10-29,Final,85,95,0,Washington,Wizards,Brooklyn,Nets
2007-12-09,Final,104,89,1,Washington,Wizards,Brooklyn,Nets
2007-04-10,Final,92,96,0,Washington,Wizards,Brooklyn,Nets
2006-11-12,Final,93,105,0,Washington,Wizards,Brooklyn,Nets
2006-03-21,Final,100,112,0,Washington,Wizards,Brooklyn,Nets
